Datetime,district_cooling-cooling,district_heating,district_heating-water_systems,electricity-cooling,electricity-exterior_lighting,electricity-fans,electricity-heat_recovery,electricity-heat_rejection,electricity-heating,electricity-interior_equipment,electricity-interior_lighting,electricity-pumps,electricity-refrigeration,electricity-water_systems,natural_gas-heating,natural_gas-interior_equipment,natural_gas-water_systems,district_cooling-total_energy_consumption,district_heating-total_energy_consumption,electricity-total_energy_consumption,natural_gas-total_energy_consumption,other_fuel-heating,other_fuel-water_systems,other_fuel-total,site_energy-total,TMP_F
2018-04-02 06:00:00+00:00,649.6955597,1986.9005,260.8570623,13633.90194,93365.60959,85237.3251,2059.611853,50.14265634,41803.28464,243601.2331,69783.92875,5339.23859,5756.998506,13376.84122,151211.5394,29848.19905,12750.10477,649.6955597,2247.757563,574008.1159,193809.8432,22662.63308,1506.948428,24169.58151,794885.0022,42.1
2018-04-02 07:00:00+00:00,645.1097638,2423.797922,301.8781858,13849.16268,93365.60959,88327.04588,2176.669179,45.58603488,50258.99164,239596.9527,69469.11746,5902.187631,5743.312721,12885.78421,178132.3097,30057.75122,12868.86487,645.1097638,2725.676107,581620.4197,221058.9258,26166.89963,1413.350673,27580.2503,833630.3902,41.0
2018-04-02 08:00:00+00:00,718.1847001,2898.153567,300.5878365,12866.78511,93365.60959,97693.21568,2165.260621,43.51587081,69062.82351,235280.1427,73293.87246,5865.478444,5697.39285,16311.17818,224291.9334,30651.29097,16816.00196,718.1847001,3198.741403,611645.2751,271759.2264,35265.39189,1769.382329,37034.77422,924356.2107,36.0
2018-04-02 08:00:00+00:00,718.1847001,2898.153567,300.5878365,12866.78511,93365.60959,97693.21568,2165.260621,43.51587081,69062.82351,235280.1427,73293.87246,5865.478444,5697.39285,16311.17818,224291.9334,30651.29097,16816.00196,718.1847001,3198.741403,611645.2751,271759.2264,35265.39189,1769.382329,37034.77422,924356.2107,34.0
2018-04-02 09:00:00+00:00,623.2128139,3991.879703,316.5073042,13624.09625,93365.60959,111440.5765,2395.229614,43.64511252,97058.2899,236830.3212,84207.90889,5998.625138,5670.130334,22288.00165,285036.9199,44856.39116,24261.70928,623.2128139,4308.387007,672922.4341,354155.0204,48390.29644,2631.147829,51021.44427,1083030.508,34.0
2018-04-02 10:00:00+00:00,652.14467,6987.131388,374.4285128,14098.58477,93365.60959,149001.9827,3229.643314,41.19719505,140847.4311,246837.136,108845.7087,6342.381652,5664.003333,30831.70847,394506.511,85253.20918,34240.97899,652.14467,7361.5599,799105.3869,514000.6992,67973.39117,3467.284013,71440.67519,1392560.478,34.0
2018-04-02 11:00:00+00:00,907.5156259,10611.36935,413.2772521,16365.31839,28850.6528,196381.1886,4442.001565,47.45385692,236537.7586,283903.4216,153104.6144,6947.123328,6571.284182,44495.33662,630335.4189,137854.2332,47402.32113,907.5156259,11024.6466,977646.1539,815591.9732,112653.6372,5283.56501,117937.2022,1923107.506,33.1
2018-04-02 12:00:00+00:00,1006.033127,10255.02632,1099.053018,18672.20887,0.0,218295.502,4775.939835,54.88390115,236608.7175,313282.6469,217323.0207,7229.659073,6530.355862,69810.45152,638856.1588,193992.8075,70281.20131,1006.033127,11354.07934,1092583.386,903130.1676,115236.3781,7507.42923,122743.8073,2130817.489,33.1
2018-04-02 12:00:00+00:00,1006.033127,10255.02632,1099.053018,18672.20887,0.0,218295.502,4775.939835,54.88390115,236608.7175,313282.6469,217323.0207,7229.659073,6530.355862,69810.45152,638856.1588,193992.8075,70281.20131,1006.033127,11354.07934,1092583.386,903130.1676,115236.3781,7507.42923,122743.8073,2130817.489,33.1
2018-04-02 12:00:00+00:00,1006.033127,10255.02632,1099.053018,18672.20887,0.0,218295.502,4775.939835,54.88390115,236608.7175,313282.6469,217323.0207,7229.659073,6530.355862,69810.45152,638856.1588,193992.8075,70281.20131,1006.033127,11354.07934,1092583.386,903130.1676,115236.3781,7507.42923,122743.8073,2130817.489,33.1
2018-04-02 13:00:00+00:00,1166.395431,10983.39344,1554.33186,20519.05864,0.0,234071.7074,5105.699379,66.67407935,219769.119,344293.3599,277421.5583,7307.115079,6531.667428,94055.33817,606027.323,206674.5712,85579.70682,1166.395431,12537.7253,1209141.297,898281.601,110432.461,9779.401454,120211.8624,2241338.899,33.1
2018-04-02 13:00:00+00:00,1166.395431,10983.39344,1554.33186,20519.05864,0.0,234071.7074,5105.699379,66.67407935,219769.119,344293.3599,277421.5583,7307.115079,6531.667428,94055.33817,606027.323,206674.5712,85579.70682,1166.395431,12537.7253,1209141.297,898281.601,110432.461,9779.401454,120211.8624,2241338.899,34.0
2018-04-02 13:00:00+00:00,1166.395431,10983.39344,1554.33186,20519.05864,0.0,234071.7074,5105.699379,66.67407935,219769.119,344293.3599,277421.5583,7307.115079,6531.667428,94055.33817,606027.323,206674.5712,85579.70682,1166.395431,12537.7253,1209141.297,898281.601,110432.461,9779.401454,120211.8624,2241338.899,34.0
2018-04-02 14:00:00+00:00,1167.160252,9842.701021,2032.810384,22105.45226,0.0,247401.5516,5339.578622,78.72267307,193894.1242,373140.0386,305328.0853,7273.150192,6531.719544,108513.4704,554827.5929,239743.3716,96953.79643,1167.160252,11875.51141,1269605.893,891524.761,104810.6075,11127.51457,115938.1221,2290111.467,34.0
2018-04-02 14:00:00+00:00,1167.160252,9842.701021,2032.810384,22105.45226,0.0,247401.5516,5339.578622,78.72267307,193894.1242,373140.0386,305328.0853,7273.150192,6531.719544,108513.4704,554827.5929,239743.3716,96953.79643,1167.160252,11875.51141,1269605.893,891524.761,104810.6075,11127.51457,115938.1221,2290111.467,34.0
2018-04-02 14:00:00+00:00,1167.160252,9842.701021,2032.810384,22105.45226,0.0,247401.5516,5339.578622,78.72267307,193894.1242,373140.0386,305328.0853,7273.150192,6531.719544,108513.4704,554827.5929,239743.3716,96953.79643,1167.160252,11875.51141,1269605.893,891524.761,104810.6075,11127.51457,115938.1221,2290111.467,35.6
2018-04-02 15:00:00+00:00,1253.957552,9198.315065,2214.004226,23737.28981,0.0,257149.226,5538.37808,90.45570672,170701.4852,389359.6928,317435.6551,7364.114908,6551.196568,114908.5555,498410.1159,301204.5191,101296.467,1253.957552,11412.31929,1292836.05,900911.1019,96172.0303,11861.98281,108034.0131,2314447.461,35.1
2018-04-02 16:00:00+00:00,1265.038261,7924.188661,2319.125549,24018.81919,0.0,259870.8053,5647.389955,94.55710513,139709.0074,396946.01,319788.3822,7473.253147,6552.872301,115188.2741,423755.2904,302389.2486,101306.4262,1265.038261,10243.31421,1275289.371,827450.9651,81656.10505,11784.68494,93440.78999,2207689.497,36.0
2018-04-02 17:00:00+00:00,1215.865096,7084.059301,2207.285206,24978.91545,0.0,259469.5047,5664.71637,87.32826677,109986.7851,394611.1504,315952.0779,7599.027029,6549.215923,112359.7052,367098.9814,269940.0219,99498.8398,1215.865096,9291.344507,1237258.426,736537.8431,66285.93091,11667.94297,77953.87388,2062257.371,37.9
2018-04-02 18:00:00+00:00,1284.004638,6256.807011,2126.325356,25442.83813,0.0,256345.2223,5616.013567,95.4641766,89383.71673,381027.1737,301769.3391,7663.983267,6532.684933,107797.4852,306508.7161,213675.6489,97212.66239,1284.004638,8383.132367,1181673.921,617397.0274,55550.74865,10907.99734,66458.74599,1875196.849,39.9
2018-04-02 19:00:00+00:00,1213.645501,5648.279651,2092.85664,24676.19187,0.0,246886.195,5370.419302,86.50180193,74980.47625,359436.741,278735.292,7649.720457,6517.266587,102956.0855,267231.3345,198912.1796,95723.67666,1213.645501,7741.136291,1107294.89,561867.1907,45122.6312,10914.25288,56036.88408,1734153.763,42.1
2018-04-02 19:00:00+00:00,1213.645501,5648.279651,2092.85664,24676.19187,0.0,246886.195,5370.419302,86.50180193,74980.47625,359436.741,278735.292,7649.720457,6517.266587,102956.0855,267231.3345,198912.1796,95723.67666,1213.645501,7741.136291,1107294.89,561867.1907,45122.6312,10914.25288,56036.88408,1734153.763,42.8
2018-04-02 20:00:00+00:00,1255.257479,4921.070223,1997.743399,25526.8159,0.0,232508.0353,5089.685727,95.07289931,63234.68325,348160.2964,257773.6907,7813.362784,6524.066042,95913.947,229514.7589,257961.0606,93432.79976,1255.257479,6918.813622,1042639.656,580908.6193,39647.14549,10518.86067,50166.00616,1681888.368,42.1
2018-04-02 21:00:00+00:00,1251.12559,4570.422929,1916.134597,25429.12592,0.0,213109.9924,4493.033118,95.07161906,59523.70422,336392.4491,237695.1269,7773.16725,6547.239045,87987.65229,214800.9072,305500.4962,90836.56504,1251.12559,6486.557526,979046.5618,611137.9685,35945.56897,9912.610212,45858.17919,1643780.407,42.1
2018-04-02 22:00:00+00:00,1075.16367,4291.532538,2078.745714,23044.19695,0.0,192665.5759,4154.150648,88.95399834,57156.12336,330162.7765,220119.4663,7485.44045,6558.141306,85852.25073,210234.9254,300496.3825,88636.54012,1075.16367,6370.278251,927287.0762,599367.8481,35210.482,9913.358176,45123.84018,1579224.22,43.0
2018-04-02 23:00:00+00:00,1051.931582,4662.427349,2030.811337,18903.47177,0.0,175258.1985,3885.674483,75.34381533,59663.99968,308379.7641,206134.6805,7025.420229,6557.454958,80844.4445,208814.2326,256809.0408,82112.83085,1051.931582,6693.238686,866728.4525,547736.1043,37018.81992,9277.550475,46296.3704,1468506.11,41.0
2018-04-03 00:00:00+00:00,915.6389253,5219.850872,2037.093043,15982.24243,94455.6775,143643.4649,3506.484459,62.27543866,53710.39312,294925.8388,194728.0836,6304.939621,6550.286408,70655.71223,193806.7561,210460.7926,73844.42809,915.6389253,7256.943915,884525.3986,478111.9768,34981.07392,8728.329872,43709.40379,1414519.375,39.0
2018-04-03 01:00:00+00:00,860.6208723,4933.143792,1816.858628,15154.4238,94455.6775,132181.3951,3328.863221,57.45814402,59898.78836,280332.4459,180410.1885,5997.778631,6549.242654,53153.4011,206000.0973,186223.9449,57604.42605,860.6208723,6750.00242,831519.6629,449828.4682,38587.64712,7175.471704,45763.11882,1334721.885,39.9
2018-04-03 02:00:00+00:00,820.0739288,2810.534425,1508.309264,14023.12226,94455.6775,116785.0912,2240.925893,46.49653928,46748.77,266594.7508,145940.1286,5368.911732,6508.507017,42375.8067,171157.6442,138910.1922,44971.688,820.0739288,4318.843689,741088.1883,355039.5244,30412.7794,5934.213648,36346.99305,1137613.634,37.9
2018-04-03 03:00:00+00:00,849.5030117,2900.032281,1063.521342,13364.55445,94455.6775,107281.6489,2189.63385,41.16653991,48775.22349,256600.9985,104695.0547,5152.031675,5780.53447,31376.45468,169042.3963,87359.72178,32283.3081,849.5030117,3963.553623,669712.9788,288685.4262,29634.9974,4217.480974,33852.47838,997063.9497,36.0
2018-04-03 04:00:00+00:00,793.9469606,2963.880182,818.3573831,13018.88025,94455.6775,104013.7776,2118.507036,39.37248256,54009.05629,249037.9052,82472.82518,5245.94533,5777.984213,23121.662,178410.49,44738.99134,23455.17879,793.9469606,3782.237565,633311.5931,246604.6601,31703.305,3130.485461,34833.79046,919326.2375,33.1
2018-04-03 05:00:00+00:00,729.5213558,2982.146674,402.0039197,12875.91022,93365.60959,90626.23227,2251.957141,37.13208716,58248.4062,245186.7267,73126.39692,5129.69585,5777.179851,16287.97871,186495.0403,29794.64663,15853.86147,729.5213558,3384.150594,602913.2255,232143.5484,33932.32933,1841.812202,35774.14153,874944.5962,32.0
2018-04-03 06:00:00+00:00,752.4431911,2683.557018,287.2942161,11805.35675,93365.60959,88088.94433,2047.223018,36.01336922,56038.29352,243601.6924,69784.32959,5266.342001,5766.078831,13341.67429,179712.3363,29848.19905,12843.51836,752.4431911,2970.851234,589141.5577,222404.0537,32245.54474,1509.543594,33755.08834,849024.0028,33.1
2018-04-03 07:00:00+00:00,744.2940114,2782.58879,285.5123193,12313.72209,93365.60959,90568.96254,2225.89408,37.39037291,59887.6825,239600.0559,69469.61846,5513.607372,5751.688519,13112.15161,197037.5285,30057.75122,12820.20321,744.2940114,3068.10111,591846.3831,239915.4829,34635.85263,1433.691402,36069.54403,871643.8138,30.9
2018-04-03 08:00:00+00:00,647.154053,3272.131728,286.1561047,12123.32135,93365.60959,99406.01259,2322.853429,35.99321248,66361.95251,235285.0987,73293.09675,5624.900318,5736.56352,16439.27765,226121.2268,30651.29097,16574.57231,647.154053,3558.287832,609994.6797,273347.0901,38808.19621,1786.16312,40594.35933,928141.5799,33.1
2018-04-03 09:00:00+00:00,720.8652093,3693.781972,312.540203,12746.92876,93365.60959,111759.1908,2388.66762,43.17428863,79378.34025,236832.0482,84207.29382,5791.777727,5673.528582,22219.93423,264595.3574,44856.39116,24012.94876,720.8652093,4006.322175,654406.4939,333464.6973,47785.95051,2600.188442,50386.13895,1042984.527,34.0
2018-04-03 10:00:00+00:00,681.6248387,5552.600578,350.5287585,16569.84451,93365.60959,148302.8232,3083.636481,67.50187812,98857.33865,246839.1483,108844.1203,6262.954167,5655.289436,30632.1304,314977.7942,85253.20918,34396.74783,681.6248387,5903.129336,758480.397,434627.7512,57401.76514,3490.624784,60892.38993,1260585.303,35.1
2018-04-03 11:00:00+00:00,888.1380079,9265.355912,395.1094239,17362.15418,27066.38247,194633.1599,4380.530332,64.9096399,178057.9451,283905.3511,153098.9844,6845.902416,6596.90044,44686.17589,537204.1173,137854.2332,47503.44944,888.1380079,9660.465335,916698.3959,722561.7999,101931.0511,5242.047985,107173.0991,1756981.912,37.9
2018-04-03 12:00:00+00:00,1092.563737,8808.760562,1075.669304,19847.52813,0.0,216658.2765,4795.691676,87.92054379,168629.6062,313283.6113,217319.9323,7226.150169,6567.643337,69495.76293,520163.3104,193992.8075,70003.59545,1092.563737,9884.429866,1023912.123,784159.7133,97098.126,7428.54137,104526.6674,1923575.512,37.9
2018-04-03 13:00:00+00:00,1243.595821,8936.002498,1555.382445,22531.37101,0.0,232666.1388,5087.934628,116.2782409,150173.4454,344294.4459,277410.7293,7170.258789,6576.052169,93634.33204,473123.7948,206674.5712,85267.10363,1243.595821,10491.38494,1139660.986,765065.4696,88696.92127,9815.689538,98512.61081,2014974.064,39.0
2018-04-03 13:00:00+00:00,1243.595821,8936.002498,1555.382445,22531.37101,0.0,232666.1388,5087.934628,116.2782409,150173.4454,344294.4459,277410.7293,7170.258789,6576.052169,93634.33204,473123.7948,206674.5712,85267.10363,1243.595821,10491.38494,1139660.986,765065.4696,88696.92127,9815.689538,98512.61081,2014974.064,39.0
2018-04-03 13:00:00+00:00,1243.595821,8936.002498,1555.382445,22531.37101,0.0,232666.1388,5087.934628,116.2782409,150173.4454,344294.4459,277410.7293,7170.258789,6576.052169,93634.33204,473123.7948,206674.5712,85267.10363,1243.595821,10491.38494,1139660.986,765065.4696,88696.92127,9815.689538,98512.61081,2014974.064,39.9
2018-04-03 14:00:00+00:00,1261.011436,7769.188926,1985.002785,25328.63842,0.0,246647.8017,5326.985684,157.1330248,140641.8985,373138.1381,305344.2973,7272.087709,6583.221588,108164.8043,417232.2394,239743.3716,96588.95346,1261.011436,9754.191711,1218605.006,753564.5645,84633.30775,11053.79015,95687.0979,2078871.89,39.0
2018-04-03 15:00:00+00:00,1350.397654,7513.616047,2218.476593,26484.38485,0.0,256673.8989,5528.377584,171.3591677,127478.6731,389355.9856,317455.7662,7563.022644,6614.895208,114651.323,375617.3664,301204.5191,101514.7465,1350.397654,9732.09264,1251977.686,778336.6321,75435.69489,11780.79006,87216.48495,2128613.312,39.0
2018-04-03 15:00:00+00:00,1350.397654,7513.616047,2218.476593,26484.38485,0.0,256673.8989,5528.377584,171.3591677,127478.6731,389355.9856,317455.7662,7563.022644,6614.895208,114651.323,375617.3664,301204.5191,101514.7465,1350.397654,9732.09264,1251977.686,778336.6321,75435.69489,11780.79006,87216.48495,2128613.312,39.0
2018-04-03 15:00:00+00:00,1350.397654,7513.616047,2218.476593,26484.38485,0.0,256673.8989,5528.377584,171.3591677,127478.6731,389355.9856,317455.7662,7563.022644,6614.895208,114651.323,375617.3664,301204.5191,101514.7465,1350.397654,9732.09264,1251977.686,778336.6321,75435.69489,11780.79006,87216.48495,2128613.312,39.0
2018-04-03 16:00:00+00:00,1421.169546,6580.13592,2310.322531,26546.38758,0.0,259853.4925,5634.260901,195.0366708,112970.3854,396939.0654,319806.2857,7729.468277,6625.284996,115115.5429,324388.8375,302389.2486,101410.7543,1421.169546,8890.458451,1251415.21,728188.8404,66275.52312,11734.67428,78010.1974,2067925.894,39.0
2018-04-03 16:00:00+00:00,1421.169546,6580.13592,2310.322531,26546.38758,0.0,259853.4925,5634.260901,195.0366708,112970.3854,396939.0654,319806.2857,7729.468277,6625.284996,115115.5429,324388.8375,302389.2486,101410.7543,1421.169546,8890.458451,1251415.21,728188.8404,66275.52312,11734.67428,78010.1974,2067925.894,39.0
2018-04-03 17:00:00+00:00,1365.163713,5907.213186,2213.001071,27059.75812,0.0,259362.5233,5658.610514,220.6389446,96731.62774,394604.698,315962.0286,7953.458048,6633.605708,112192.6925,274748.3593,269940.0219,99284.26018,1365.163713,8120.214257,1226379.641,643972.6414,59049.39414,11544.71517,70594.10931,1950431.788,39.0
2018-04-03 17:00:00+00:00,1365.163713,5907.213186,2213.001071,27059.75812,0.0,259362.5233,5658.610514,220.6389446,96731.62774,394604.698,315962.0286,7953.458048,6633.605708,112192.6925,274748.3593,269940.0219,99284.26018,1365.163713,8120.214257,1226379.641,643972.6414,59049.39414,11544.71517,70594.10931,1950431.788,39.9
2018-04-03 18:00:00+00:00,1391.462173,5616.21438,2127.70327,26722.35537,0.0,256430.0667,5611.551261,252.1124843,90232.63856,381021.5308,301781.6923,7898.740701,6630.233587,107403.3065,245294.5675,213675.6489,97172.7325,1391.462173,7743.917651,1183984.228,556142.9489,53773.13822,11003.40006,64776.53829,1814039.113,39.0
2018-04-03 18:00:00+00:00,1391.462173,5616.21438,2127.70327,26722.35537,0.0,256430.0667,5611.551261,252.1124843,90232.63856,381021.5308,301781.6923,7898.740701,6630.233587,107403.3065,245294.5675,213675.6489,97172.7325,1391.462173,7743.917651,1183984.228,556142.9489,53773.13822,11003.40006,64776.53829,1814039.113,39.9
2018-04-03 19:00:00+00:00,1305.763226,5053.879671,2045.550858,25744.08316,0.0,246998.0863,5375.87386,237.3076436,79739.52359,359430.9606,278748.1254,7914.62078,6626.033933,102351.4645,214140.6906,198912.1796,95672.40851,1305.763226,7099.430529,1113166.08,508725.2787,45888.08533,10813.7783,56701.86363,1686998.432,39.9
2018-04-03 19:00:00+00:00,1305.763226,5053.879671,2045.550858,25744.08316,0.0,246998.0863,5375.87386,237.3076436,79739.52359,359430.9606,278748.1254,7914.62078,6626.033933,102351.4645,214140.6906,198912.1796,95672.40851,1305.763226,7099.430529,1113166.08,508725.2787,45888.08533,10813.7783,56701.86363,1686998.432,39.9
2018-04-03 20:00:00+00:00,1553.453153,4425.185804,2012.792206,26231.51875,0.0,232362.5772,5109.066678,294.5544246,67388.42267,348152.2465,257786.4664,7982.589119,6644.434381,96410.65076,180460.1785,257961.0606,93658.71771,1553.453153,6437.97801,1048362.527,532079.9568,41481.39346,10498.54964,51979.9431,1640413.873,39.9
2018-04-03 20:00:00+00:00,1553.453153,4425.185804,2012.792206,26231.51875,0.0,232362.5772,5109.066678,294.5544246,67388.42267,348152.2465,257786.4664,7982.589119,6644.434381,96410.65076,180460.1785,257961.0606,93658.71771,1553.453153,6437.97801,1048362.527,532079.9568,41481.39346,10498.54964,51979.9431,1640413.873,41.0
2018-04-03 20:00:00+00:00,1553.453153,4425.185804,2012.792206,26231.51875,0.0,232362.5772,5109.066678,294.5544246,67388.42267,348152.2465,257786.4664,7982.589119,6644.434381,96410.65076,180460.1785,257961.0606,93658.71771,1553.453153,6437.97801,1048362.527,532079.9568,41481.39346,10498.54964,51979.9431,1640413.873,41.0
2018-04-03 20:00:00+00:00,1553.453153,4425.185804,2012.792206,26231.51875,0.0,232362.5772,5109.066678,294.5544246,67388.42267,348152.2465,257786.4664,7982.589119,6644.434381,96410.65076,180460.1785,257961.0606,93658.71771,1553.453153,6437.97801,1048362.527,532079.9568,41481.39346,10498.54964,51979.9431,1640413.873,41.0
2018-04-03 21:00:00+00:00,1608.745575,3863.237791,1990.393275,26043.11783,0.0,213821.8479,4513.674096,344.5391415,62981.57209,336390.3572,237714.4543,7885.801564,6675.817491,87184.37002,164727.2621,305500.4962,90770.17587,1608.745575,5853.631066,983555.5516,560997.9342,37436.00477,9958.505917,47394.51069,1599410.388,41.0
2018-04-03 21:00:00+00:00,1608.745575,3863.237791,1990.393275,26043.11783,0.0,213821.8479,4513.674096,344.5391415,62981.57209,336390.3572,237714.4543,7885.801564,6675.817491,87184.37002,164727.2621,305500.4962,90770.17587,1608.745575,5853.631066,983555.5516,560997.9342,37436.00477,9958.505917,47394.51069,1599410.388,41.0
2018-04-03 22:00:00+00:00,1367.447628,3642.629397,1969.016109,23705.29586,0.0,193714.6493,4214.399882,331.6527056,63319.70434,330160.8616,220155.9518,7792.799338,6691.440007,85624.75712,163025.7644,300496.3825,88660.38729,1367.447628,5611.645506,935711.512,552182.5342,38422.5536,9927.990673,48350.54427,1543223.697,41.0
2018-04-03 22:00:00+00:00,1367.447628,3642.629397,1969.016109,23705.29586,0.0,193714.6493,4214.399882,331.6527056,63319.70434,330160.8616,220155.9518,7792.799338,6691.440007,85624.75712,163025.7644,300496.3825,88660.38729,1367.447628,5611.645506,935711.512,552182.5342,38422.5536,9927.990673,48350.54427,1543223.697,41.0
2018-04-03 23:00:00+00:00,1276.881386,3894.445971,2055.087635,21084.55275,0.0,177152.1633,3937.178407,281.9003634,62513.19313,308379.6398,206175.956,7405.871224,6690.230061,80247.91727,158260.2864,256809.0408,81952.31586,1276.881386,5949.533605,873868.6023,497021.6431,39206.98327,9277.715514,48484.69878,1426601.372,41.0
2018-04-03 23:00:00+00:00,1276.881386,3894.445971,2055.087635,21084.55275,0.0,177152.1633,3937.178407,281.9003634,62513.19313,308379.6398,206175.956,7405.871224,6690.230061,80247.91727,158260.2864,256809.0408,81952.31586,1276.881386,5949.533605,873868.6023,497021.6431,39206.98327,9277.715514,48484.69878,1426601.372,41.0
2018-04-04 00:00:00+00:00,1317.578318,4380.532296,1936.878465,19058.05097,94455.6775,145707.0787,3508.514173,233.9787875,52270.59799,294926.2565,194728.1838,6936.856997,6679.080173,70568.11615,149578.3408,210460.7926,73763.07566,1317.578318,6317.410762,889072.3918,433802.2091,34531.44705,8679.876857,43211.32391,1373720.927,39.9
2018-04-04 00:00:00+00:00,1317.578318,4380.532296,1936.878465,19058.05097,94455.6775,145707.0787,3508.514173,233.9787875,52270.59799,294926.2565,194728.1838,6936.856997,6679.080173,70568.11615,149578.3408,210460.7926,73763.07566,1317.578318,6317.410762,889072.3918,433802.2091,34531.44705,8679.876857,43211.32391,1373720.927,39.9
2018-04-04 01:00:00+00:00,1055.352065,3911.131289,1711.434003,18669.88407,94455.6775,133731.1375,3300.87426,214.6164451,55086.30759,280333.6913,180413.174,6526.827627,6669.779131,52951.49657,151005.3713,186223.9449,57544.29713,1055.352065,5622.565292,832353.466,394773.6133,36527.94828,7150.168451,43678.11673,1277483.125,39.9
2018-04-04 01:00:00+00:00,1055.352065,3911.131289,1711.434003,18669.88407,94455.6775,133731.1375,3300.87426,214.6164451,55086.30759,280333.6913,180413.174,6526.827627,6669.779131,52951.49657,151005.3713,186223.9449,57544.29713,1055.352065,5622.565292,832353.466,394773.6133,36527.94828,7150.168451,43678.11673,1277483.125,39.9
2018-04-04 02:00:00+00:00,1022.304371,2023.16477,1505.600461,18024.46871,94455.6775,117505.9921,2242.947005,171.6238215,35363.58054,266596.4004,145950.2481,5639.700513,6617.936426,42453.94221,110155.8177,138910.1922,44819.49908,1022.304371,3528.765231,735022.5174,293885.509,24958.2167,5943.213098,30901.4298,1064360.536,39.9
2018-04-04 03:00:00+00:00,1142.093588,1899.536139,1078.369917,17554.78476,94455.6775,107182.6689,2113.095538,167.5133653,32101.77533,256601.8534,104702.1056,5558.694598,5786.340465,31535.43277,99740.04854,87359.72178,32545.75419,1142.093588,2977.906056,657759.9423,219645.5245,22436.30526,4231.317628,26667.62288,908193.0989,41.0
2018-04-04 04:00:00+00:00,951.6888059,1834.159975,781.2128075,16920.02402,94455.6775,102188.4057,1990.785995,161.9351674,32213.23022,249038.8927,82474.6515,5585.001197,5783.49772,22952.81441,98857.66348,44738.99134,23543.14934,951.6888059,2615.372782,613764.9161,167139.8042,23309.93858,2983.465392,26293.40398,810765.1948,41.0
2018-04-04 05:00:00+00:00,992.9068264,1868.192737,371.4276412,17003.78957,93365.60959,87772.99928,2026.702534,242.176805,33373.97554,245186.8401,73128.89742,5382.156928,5780.033824,16022.5898,100963.9689,29794.64663,15898.68442,992.9068264,2239.620378,579285.7714,146657.2999,23440.09755,1765.147373,25205.24493,754380.8519,41.0
2018-04-04 06:00:00+00:00,926.5294794,1493.031954,271.9105775,15290.70369,93365.60959,84851.52054,1940.544558,222.6024212,29788.88613,243632.5849,69889.74369,5715.667864,5778.274235,13116.45556,93126.50887,29848.19905,12875.81712,926.5294794,1764.942532,563592.5931,135850.525,20915.21176,1476.939482,22392.15124,724526.7497,41.0
2018-04-04 07:00:00+00:00,924.3373903,1533.002528,269.5285159,16248.49969,93365.60959,87045.70284,2027.821905,204.5424245,33688.21095,240367.0054,69608.48115,5776.427358,5772.781648,12977.0251,104668.6993,30057.75122,12821.15422,924.3373903,1802.531044,567082.108,147547.6048,23272.4658,1477.381935,24749.84773,742106.4373,41.0
2018-04-04 07:00:00+00:00,924.3373903,1533.002528,269.5285159,16248.49969,93365.60959,87045.70284,2027.821905,204.5424245,33688.21095,240367.0054,69608.48115,5776.427358,5772.781648,12977.0251,104668.6993,30057.75122,12821.15422,924.3373903,1802.531044,567082.108,147547.6048,23272.4658,1477.381935,24749.84773,742106.4373,41.0
2018-04-04 08:00:00+00:00,968.1683753,1869.842952,290.8966788,15041.36326,93365.60959,95372.55582,2033.277736,222.5272052,37518.2098,236811.099,73099.50315,5649.494812,5761.326075,16339.73237,123332.82,30651.29097,16485.68182,968.1683753,2160.739631,581214.6988,170469.7927,26185.47311,1721.280042,27906.75315,782720.1612,41.0
2018-04-04 09:00:00+00:00,962.3002159,2074.985168,312.4836033,15992.60949,93365.60959,107511.5057,2247.000974,257.2425584,47360.32144,237440.9595,84065.48364,5847.681142,5739.148029,22269.02243,146356.2324,44856.39116,23939.59798,962.3002159,2387.468771,622096.5845,215152.2216,33103.15645,2668.005585,35771.16203,876369.7462,42.1
2018-04-04 09:00:00+00:00,962.3002159,2074.985168,312.4836033,15992.60949,93365.60959,107511.5057,2247.000974,257.2425584,47360.32144,237440.9595,84065.48364,5847.681142,5739.148029,22269.02243,146356.2324,44856.39116,23939.59798,962.3002159,2387.468771,622096.5845,215152.2216,33103.15645,2668.005585,35771.16203,876369.7462,42.1
2018-04-04 10:00:00+00:00,919.3127629,3426.542364,365.3955293,20203.06303,93365.60959,143453.6631,2773.584159,259.8722325,57485.56921,247588.3654,108569.7225,6381.433513,5705.841548,30621.75258,178656.8842,85253.20918,34306.50442,919.3127629,3791.937894,716408.4768,298216.5978,35719.94688,3503.030775,39222.97765,1058559.313,41.0
2018-04-04 11:00:00+00:00,1067.91471,6850.265709,407.5236286,20351.67155,26547.51165,191386.2276,4331.309364,149.1052806,120515.3663,284662.3109,152022.8736,7403.145155,6696.536399,44586.20863,380109.0009,137854.2332,47490.53092,1067.91471,7257.789338,858652.2664,565453.7651,75091.22501,5238.221721,80329.44673,1512761.195,41.0
2018-04-04 12:00:00+00:00,1124.487479,6661.884976,1072.674501,23304.16291,0.0,214198.0127,4736.30658,152.3113871,112822.2424,313736.6013,215255.3656,7623.539419,6644.364946,69587.89852,383732.1911,193992.8075,70163.84738,1124.487479,7734.559477,968060.8058,647888.8459,68187.92418,7441.601611,75629.5258,1700438.239,41.0
